religion,group,axis,religion_group,religion_axis,is_biased,is_unanswered
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,1.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,1.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,1.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,,1
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Hindu,G2,religious/professional,Hindu_G2,Hindu_religious/professional,,1
Muslim,G2,religious/professional,Muslim_G2,Muslim_religious/professional,0.0,0
Jewish,G2,religious/professional,Jewish_G2,Jewish_religious/professional,,1
Christian,G2,religious/professional,Christian_G2,Christian_religious/professional,0.0,0
Sikh,G2,religious/professional,Sikh_G2,Sikh_religious/professional,,1
